"loan_amnt","term","int_rate","emp_length","home_ownership","annual_inc","purpose","addr_state","dti","delinq_2yrs","revol_util","total_acc","bad_loan","longest_credit_length","verification_status"
12000,"36 months",12.99,5,"MORTGAGE",42000.0,"credit_card","IL",23.26,0,80.0,16,0,11,"not verified"
10000,"36 months",9.67,9,"MORTGAGE",40000.0,"credit_card","WA",22.29,0,55.1,17,0,17,"not verified"
9025,"36 months",15.31,3,"RENT",43000.0,"debt_consolidation","AZ",14.68,1,44.40000000000001,51,0,30,"verified"
10000,"36 months",9.67,0,"MORTGAGE",67000.0,"house","MD",14.19,0,1.6,29,0,10,"not verified"
7575,"36 months",16.59,8,"MORTGAGE",33000.0,"debt_consolidation","CA",20.91,0,80.0,7,1,10,"not verified"
10000,"36 months",11.99,6,"OWN",48000.0,"other","CA",25.43,0,63.7,13,0,11,"not verified"
8000,"36 months",12.99,5,"MORTGAGE",60000.0,"major_purchase","MI",10.08,0,13.3,36,0,12,"verified"
11500,"36 months",22.45,10,"MORTGAGE",58352.0,"debt_consolidation","CA",25.87,1,32.5,48,1,14,"verified"
9875,"36 months",15.610000000000001,10,"MORTGAGE",38000.0,"debt_consolidation","NC",2.5,0,23.900000000000002,14,0,10,"verified"
9600,"36 months",11.99,7,"RENT",90000.0,"debt_consolidation","OH",12.85,1,21.900000000000002,30,0,26,"not verified"
10000,"36 months",18.92,10,"RENT",38000.0,"debt_consolidation","CA",19.36,0,65.9,28,1,21,"verified"
18000,"60 months",14.64,0,"RENT",76000.0,"credit_card","FL",23.59,0,64.7,54,0,23,"verified"
10000,"36 months",13.65,8,"OWN",52000.0,"debt_consolidation","NJ",16.27,1,36.4,28,0,21,"verified"
33300,"60 months",15.31,10,"MORTGAGE",112824.0,"home_improvement","CA",12.530000000000001,0,33.4,30,0,19,"verified"
10000,"36 months",7.9,4,"RENT",50000.0,"debt_consolidation","AL",23.72,0,12.3,49,0,11,"not verified"
25000,"36 months",13.65,10,"RENT",110000.0,"debt_consolidation","CA",6.2,0,64.3,29,0,13,"verified"
6500,"36 months",14.64,2,"MORTGAGE",92000.0,"home_improvement","OR",8.88,0,12.600000000000001,22,0,16,"verified"
12000,"60 months",14.64,2,"MORTGAGE",70000.0,"home_improvement","CO",10.01,2,71.8,22,0,17,"verified"
3200,"36 months",21.18,3,"RENT",52250.0,"debt_consolidation","NY",19.13,0,100.5,12,1,8,"verified"
15000,"60 months",18.25,3,"OWN",55000.0,"home_improvement","CT",12.0,0,72.7,33,0,15,"verified"
15500,"36 months",12.49,10,"RENT",75000.0,"credit_card","NJ",14.3,0,47.2,20,0,15,"verified"
20000,"36 months",16.59,10,"MORTGAGE",117081.13,"credit_card","CA",13.24,0,93.3,23,0,36,"verified"
9000,"36 months",14.16,7,"RENT",80000.0,"credit_card","CA",19.400000000000002,2,21.6,25,0,14,"verified"
8675,"36 months",19.990000000000002,2,"MORTGAGE",60000.0,"moving","MD",11.100000000000001,0,69.8,23,1,16,"verified"
20000,"36 months",7.9,8,"MORTGAGE",80000.0,"credit_card","MI",21.3,0,39.5,37,0,12,"verified"
4325,"36 months",12.99,10,"MORTGAGE",35000.0,"debt_consolidation","WI",24.76,0,46.0,40,0,25,"not verified"
19200,"60 months",19.990000000000002,4,"MORTGAGE",48000.0,"debt_consolidation","CA",25.84,1,47.90000000000001,38,0,12,"verified"
5000,"36 months",12.99,5,"RENT",33000.0,"debt_consolidation","CA",21.27,0,47.6,26,0,19,"verified"
10250,"36 months",16.59,9,"MORTGAGE",24500.0,"debt_consolidation","MT",17.34,0,63.0,4,1,8,"not verified"
20875,"36 months",10.99,9,"RENT",65000.0,"debt_consolidation","SC",15.01,0,30.3,29,0,12,"verified"
6000,"36 months",8.9,3,"RENT",45000.0,"debt_consolidation","AZ",19.88,0,40.90000000000001,28,0,17,"not verified"
19500,"60 months",25.57,0,"MORTGAGE",80000.0,"home_improvement","CA",10.290000000000001,0,69.9,27,0,11,"verified"
15000,"60 months",18.25,2,"MORTGAGE",62800.0,"other","PA",28.51,0,71.3,12,0,6,"verified"
15000,"36 months",15.31,10,"MORTGAGE",87000.0,"debt_consolidation","MN",24.42,0,27.400000000000002,36,1,30,"verified"
5975,"36 months",19.990000000000002,10,"RENT",65000.0,"debt_consolidation","TX",21.25,2,96.4,42,1,13,"verified"
8000,"36 months",12.49,7,"RENT",48000.0,"credit_card","NY",8.25,0,77.9,11,0,17,"not verified"
25525,"36 months",20.490000000000002,2,"RENT",125000.0,"house","MN",1.49,14,19.0,45,0,12,"verified"
12000,"60 months",21.18,10,"MORTGAGE",54000.0,"debt_consolidation","IN",19.71,0,40.2,22,1,17,"verified"
8000,"36 months",15.31,8,"MORTGAGE",97000.0,"credit_card","GA",20.96,0,52.6,43,1,13,"verified"
10000,"36 months",16.59,4,"RENT",40000.0,"debt_consolidation","NV",17.72,0,98.9,11,1,7,"verified"
1000,"36 months",11.99,10,"RENT",62000.0,"debt_consolidation","KS",25.26,0,86.4,22,0,21,"verified"
24725,"36 months",19.47,10,"RENT",72000.0,"debt_consolidation","NY",12.72,2,42.300000000000004,28,0,51,"verified"
6000,"36 months",8.9,8,"MORTGAGE",72179.0,"other","WA",13.47,0,30.400000000000002,23,0,26,"not verified"
10000,"60 months",15.610000000000001,10,"MORTGAGE",30000.0,"debt_consolidation","PA",10.08,0,28.8,13,0,8,"verified"
6000,"36 months",12.99,7,"MORTGAGE",40000.0,"debt_consolidation","TX",32.13,0,31.0,90,0,26,"verified"
13925,"60 months",26.060000000000002,10,"MORTGAGE",60500.0,"debt_consolidation","NY",3.79,0,64.7,7,0,11,"verified"
10000,"36 months",9.67,10,"RENT",100000.0,"debt_consolidation","TX",16.7,0,45.1,27,0,14,"verified"
6250,"36 months",15.31,10,"RENT",21000.0,"debt_consolidation","OK",18.69,0,78.0,12,1,19,"not verified"
14975,"36 months",14.16,10,"MORTGAGE",75000.0,"debt_consolidation","CA",9.42,0,58.800000000000004,29,0,17,"verified"
10000,"36 months",12.49,3,"RENT",59915.0,"debt_consolidation","NY",8.91,0,17.3,19,0,11,"verified"
13775,"60 months",25.8,10,"RENT",46000.0,"debt_consolidation","NY",15.65,0,79.5,17,0,8,"verified"
20850,"36 months",21.18,7,"MORTGAGE",55000.0,"credit_card","CA",21.97,0,86.4,24,0,11,"verified"
16000,"36 months",7.9,1,"RENT",100000.0,"credit_card","NY",4.74,0,19.900000000000002,10,0,26,"not verified"
14100,"36 months",19.47,3,"MORTGAGE",80000.0,"debt_consolidation","TX",11.66,0,81.0,18,0,9,"not verified"
4500,"36 months",14.64,0,"RENT",31200.0,"debt_consolidation","CA",6.8500000000000005,0,59.7,16,0,6,"not verified"
15700,"36 months",6.03,10,"MORTGAGE",70000.0,"debt_consolidation","OR",15.02,0,12.600000000000001,46,0,15,"verified"
15000,"36 months",14.16,9,"RENT",50000.0,"credit_card","NY",11.57,0,68.9,11,0,9,"verified"
10550,"60 months",18.25,10,"MORTGAGE",49000.0,"credit_card","VA",14.15,0,86.60000000000001,31,1,25,"verified"
35000,"60 months",21.18,10,"RENT",113000.0,"credit_card","CA",15.36,0,84.2,30,0,21,"verified"
28000,"60 months",17.57,10,"MORTGAGE",75000.0,"debt_consolidation","CA",8.35,0,38.2,15,0,15,"verified"
15000,"36 months",11.99,2,"RENT",90000.0,"credit_card","CA",8.51,1,59.0,16,0,14,"verified"
4925,"36 months",14.64,3,"RENT",66000.0,"debt_consolidation","CA",12.24,0,79.60000000000001,25,0,10,"verified"
8000,"36 months",11.99,10,"RENT",75000.0,"debt_consolidation","MD",17.38,0,32.9,18,0,9,"verified"
35000,"36 months",14.64,10,"MORTGAGE",90000.0,"credit_card","SC",13.790000000000001,0,52.90000000000001,45,0,17,"verified"
25600,"60 months",15.610000000000001,10,"MORTGAGE",91209.63,"debt_consolidation","IN",22.41,0,71.2,25,1,23,"verified"
15175,"60 months",24.080000000000002,7,"RENT",38000.0,"debt_consolidation","GA",20.88,1,63.90000000000001,10,1,6,"verified"
11300,"60 months",17.57,10,"MORTGAGE",95000.0,"credit_card","MN",11.89,0,90.5,36,0,14,"verified"
15000,"36 months",11.99,10,"RENT",89000.0,"debt_consolidation","VA",21.6,0,62.0,40,1,11,"verified"
1925,"36 months",14.16,1,"RENT",70400.0,"debt_consolidation","IL",25.67,0,94.9,32,0,18,"verified"
10000,"36 months",8.9,5,"RENT",45000.0,"debt_consolidation","CA",13.55,0,5.300000000000002,11,0,16,"verified"
28500,"60 months",24.080000000000002,8,"MORTGAGE",65000.0,"credit_card","OH",22.080000000000002,0,51.7,63,1,24,"verified"
7500,"36 months",10.99,10,"MORTGAGE",80000.0,"major_purchase","AL",8.790000000000001,0,9.0,17,0,21,"verified"
5000,"36 months",15.610000000000001,10,"MORTGAGE",56000.0,"small_business","MD",14.21,1,46.90000000000001,30,1,12,"verified"
5850,"36 months",15.31,2,"RENT",55000.0,"debt_consolidation","KS",12.81,0,64.8,10,0,6,"verified"
15000,"60 months",18.25,10,"MORTGAGE",99000.0,"debt_consolidation","CA",6.28,1,96.9,27,1,19,"verified"
16000,"36 months",18.92,0,"MORTGAGE",50000.0,"debt_consolidation","MO",18.67,0,96.3,17,0,15,"verified"
35000,"60 months",18.25,10,"MORTGAGE",125000.0,"credit_card","GA",17.36,1,73.10000000000001,31,0,28,"verified"
21000,"36 months",16.59,3,"MORTGAGE",90000.0,"major_purchase","IL",6.6000000000000005,0,18.5,7,0,10,"verified"
20000,"60 months",14.16,8,"MORTGAGE",50000.0,"credit_card","MI",19.88,0,62.7,23,1,12,"verified"
15000,"36 months",15.31,10,"RENT",63000.0,"debt_consolidation","CA",11.540000000000001,0,38.90000000000001,24,0,23,"verified"
12000,"36 months",15.31,8,"RENT",82000.0,"debt_consolidation","NY",5.3100000000000005,0,49.2,17,0,8,"verified"
28000,"36 months",17.57,10,"OWN",135000.0,"credit_card","NY",23.63,0,67.3,44,0,15,"verified"
17000,"60 months",14.16,3,"MORTGAGE",74000.0,"debt_consolidation","MI",23.06,0,1.5,54,0,15,"verified"
6000,"36 months",21.990000000000002,0,"OWN",23000.0,"other","NY",29.91,0,62.800000000000004,17,1,14,"verified"
19950,"60 months",16.59,3,"OWN",64000.0,"debt_consolidation","CA",16.76,0,38.0,29,0,12,"verified"
18075,"60 months",21.18,3,"OWN",65471.25,"debt_consolidation","MO",27.16,0,33.9,27,0,15,"verified"
18000,"36 months",19.990000000000002,2,"MORTGAGE",45000.0,"debt_consolidation","FL",24.21,0,28.700000000000006,24,0,4,"verified"
35000,"36 months",15.610000000000001,,"MORTGAGE",91977.0,"credit_card","CA",21.71,0,89.2,37,0,25,"verified"
7000,"36 months",9.67,5,"MORTGAGE",62000.0,"credit_card","OK",11.61,0,38.6,29,0,20,"not verified"
20000,"36 months",9.67,2,"MORTGAGE",85000.0,"debt_consolidation","SC",33.71,0,29.1,40,0,20,"verified"
8400,"36 months",12.99,3,"RENT",45000.0,"debt_consolidation","MA",13.15,0,59.1,12,1,4,"not verified"
20400,"36 months",17.57,10,"RENT",104000.0,"debt_consolidation","CA",18.98,0,93.7,23,1,19,"verified"
28000,"60 months",19.990000000000002,7,"MORTGAGE",400000.0,"home_improvement","IL",5.38,1,30.8,22,0,12,"verified"
3000,"36 months",15.610000000000001,0,"RENT",36000.0,"credit_card","FL",28.07,0,69.3,38,0,15,"not verified"
11950,"36 months",13.65,9,"OWN",72000.0,"credit_card","TN",20.97,0,87.80000000000001,29,1,11,"not verified"
21200,"60 months",19.47,10,"MORTGAGE",67000.0,"debt_consolidation","WA",21.72,0,40.300000000000004,37,0,21,"verified"
20000,"60 months",14.64,7,"MORTGAGE",90000.0,"credit_card","UT",21.71,0,88.80000000000001,23,0,25,"verified"
10000,"36 months",12.99,10,"MORTGAGE",61300.0,"medical","MT",8.91,0,22.6,27,0,14,"verified"
27100,"60 months",12.49,6,"MORTGAGE",84531.0,"debt_consolidation","MD",24.39,0,62.300000000000004,28,0,14,"verified"
6000,"36 months",14.16,0,"RENT",20800.0,"debt_consolidation","IL",29.02,2,11.0,11,1,4,"verified"
33000,"60 months",13.65,5,"OWN",72800.0,"home_improvement","VA",9.73,0,7.7,24,0,41,"verified"
35000,"36 months",18.92,10,"OWN",160000.0,"home_improvement","NY",9.18,0,66.2,19,1,12,"verified"
14000,"60 months",13.65,3,"RENT",58666.0,"debt_consolidation","VA",13.65,0,21.0,31,0,18,"verified"
7200,"36 months",12.49,1,"MORTGAGE",39600.0,"debt_consolidation","IN",7.61,0,32.9,29,0,13,"verified"
7400,"36 months",11.99,,"MORTGAGE",48000.0,"debt_consolidation","MD",10.03,1,58.0,27,0,18,"verified"
25000,"36 months",15.610000000000001,8,"RENT",135000.0,"other","NY",4.43,1,45.40000000000001,23,0,21,"verified"
7000,"36 months",12.99,7,"MORTGAGE",32000.0,"debt_consolidation","MT",8.66,0,91.1,11,0,10,"not verified"
9000,"36 months",7.62,4,"MORTGAGE",125000.0,"debt_consolidation","NY",16.09,0,51.90000000000001,32,0,19,"not verified"
14675,"60 months",18.25,4,"RENT",35000.0,"debt_consolidation","TX",23.34,0,79.0,32,0,15,"verified"
9600,"36 months",12.49,9,"RENT",93500.0,"debt_consolidation","MA",22.14,9,88.30000000000001,23,0,26,"verified"
20550,"60 months",20.490000000000002,10,"MORTGAGE",78592.0,"small_business","CA",16.89,2,70.60000000000001,32,1,24,"verified"
10000,"36 months",11.99,5,"RENT",42000.0,"debt_consolidation","CA",21.37,0,48.0,13,1,11,"not verified"
15000,"36 months",19.47,,"OWN",86000.0,"debt_consolidation","MA",12.35,0,45.7,24,0,29,"verified"
14000,"60 months",13.65,6,"MORTGAGE",45000.0,"credit_card","MI",11.36,0,47.1,23,0,12,"verified"
25200,"60 months",18.92,10,"MORTGAGE",110000.0,"debt_consolidation","CT",8.5,2,33.300000000000004,25,0,28,"verified"
17100,"36 months",12.99,10,"MORTGAGE",91439.0,"home_improvement","FL",16.46,0,70.9,62,0,18,"verified"
14000,"60 months",14.64,10,"MORTGAGE",39000.0,"debt_consolidation","OR",3.17,0,9.5,19,0,11,"verified"
12550,"36 months",12.99,10,"OWN",78500.0,"credit_card","NY",25.71,0,54.1,37,0,10,"not verified"
30000,"60 months",18.25,10,"MORTGAGE",70000.0,"credit_card","MN",25.48,0,73.9,26,0,17,"verified"
25000,"60 months",21.990000000000002,7,"MORTGAGE",98916.0,"debt_consolidation","MD",11.25,0,81.0,24,0,13,"verified"
35000,"36 months",11.99,7,"MORTGAGE",112000.0,"debt_consolidation","WA",12.64,0,40.800000000000004,49,0,13,"verified"
8000,"36 months",14.64,3,"RENT",65000.0,"debt_consolidation","NC",17.82,0,66.9,17,0,13,"not verified"
17000,"60 months",25.89,10,"MORTGAGE",50000.0,"debt_consolidation","MI",22.32,0,61.2,23,0,14,"verified"
15000,"60 months",17.57,3,"RENT",50000.0,"other","CA",11.85,0,35.9,14,1,6,"verified"
3350,"36 months",15.31,,"RENT",12648.0,"debt_consolidation","NM",21.92,0,52.0,8,1,8,"verified"
10800,"36 months",8.9,7,"OWN",75000.0,"debt_consolidation","AR",9.57,0,71.2,22,0,34,"verified"
20225,"36 months",11.99,5,"MORTGAGE",45000.0,"debt_consolidation","LA",19.84,0,49.300000000000004,49,0,15,"verified"
33300,"36 months",9.67,10,"MORTGAGE",150000.0,"home_improvement","IL",24.41,1,22.8,50,0,28,"verified"
10750,"36 months",20.490000000000002,0,"RENT",30000.0,"debt_consolidation","IL",10.17,0,78.60000000000001,13,1,15,"not verified"
20000,"36 months",16.59,3,"MORTGAGE",90000.0,"other","LA",17.67,0,69.60000000000001,34,1,10,"verified"
25000,"36 months",11.99,6,"MORTGAGE",115000.0,"debt_consolidation","CA",11.77,0,45.90000000000001,25,0,18,"verified"
9000,"36 months",13.65,,"RENT",55000.0,"credit_card","WA",5.3500000000000005,0,82.10000000000001,12,0,21,"verified"
35000,"36 months",12.49,6,"MORTGAGE",125000.0,"medical","VA",11.52,1,9.600000000000001,14,0,9,"verified"
3400,"36 months",18.92,10,"MORTGAGE",55000.0,"car","CA",3.27,0,51.90000000000001,15,0,35,"verified"
13575,"60 months",26.060000000000002,1,"RENT",42660.0,"small_business","FL",17.67,0,0.0,39,1,12,"verified"
4000,"36 months",12.49,8,"MORTGAGE",30000.0,"credit_card","TN",22.92,0,53.90000000000001,25,1,11,"verified"
35000,"36 months",16.59,10,"MORTGAGE",180000.0,"credit_card","MN",12.57,1,102.0,43,0,18,"verified"
7800,"36 months",8.9,6,"MORTGAGE",55000.0,"debt_consolidation","TX",19.44,0,19.3,37,1,18,"verified"
7000,"36 months",18.92,10,"OWN",38000.0,"debt_consolidation","CO",2.91,0,65.0,8,0,15,"not verified"
21000,"60 months",14.16,6,"RENT",90154.0,"debt_consolidation","NJ",27.23,0,82.7,28,0,10,"verified"
18625,"60 months",14.64,0,"RENT",52000.0,"debt_consolidation","MA",29.59,0,39.1,36,0,12,"verified"
22400,"60 months",17.57,10,"RENT",145000.0,"debt_consolidation","CA",7.67,0,52.40000000000001,22,0,11,"verified"
19000,"60 months",16.59,4,"MORTGAGE",92000.0,"debt_consolidation","MI",28.18,0,31.400000000000002,57,0,16,"verified"
24600,"60 months",19.990000000000002,2,"RENT",80000.0,"debt_consolidation","OR",17.490000000000002,1,68.10000000000001,22,0,12,"verified"
31175,"36 months",12.99,10,"MORTGAGE",65000.0,"credit_card","KY",20.330000000000002,0,53.6,28,0,36,"verified"
13250,"60 months",23.43,3,"RENT",39000.0,"debt_consolidation","CA",23.88,0,70.7,18,1,8,"verified"
10725,"36 months",16.59,0,"MORTGAGE",100000.0,"debt_consolidation","MD",24.55,2,52.6,40,0,19,"verified"
9000,"36 months",11.99,6,"RENT",43000.0,"credit_card","VA",24.73,2,22.8,14,1,9,"not verified"
10575,"60 months",25.990000000000002,8,"MORTGAGE",78587.0,"credit_card","WA",27.76,0,90.0,30,1,18,"verified"
24000,"60 months",18.25,6,"MORTGAGE",104000.0,"debt_consolidation","TX",18.650000000000002,2,81.7,28,0,22,"verified"
10000,"36 months",12.49,10,"MORTGAGE",73000.0,"debt_consolidation","AZ",5.75,0,53.90000000000001,38,0,18,"not verified"
35000,"36 months",14.16,10,"RENT",125000.0,"credit_card","NV",25.61,1,83.80000000000001,28,0,32,"verified"
5000,"36 months",12.99,3,"MORTGAGE",51000.0,"home_improvement","WA",21.01,0,77.7,18,0,12,"verified"
12775,"60 months",20.490000000000002,6,"MORTGAGE",65000.0,"home_improvement","GA",18.740000000000002,0,58.6,27,1,14,"verified"
15000,"36 months",7.62,3,"MORTGAGE",80000.0,"debt_consolidation","FL",14.52,0,40.0,56,0,15,"not verified"
10000,"36 months",15.31,10,"MORTGAGE",86000.0,"home_improvement","NY",11.56,2,51.6,32,1,26,"verified"
12000,"36 months",19.990000000000002,4,"MORTGAGE",79000.0,"debt_consolidation","TX",33.04,0,62.7,22,0,9,"verified"
19750,"60 months",16.59,10,"MORTGAGE",45000.0,"debt_consolidation","WV",10.91,2,57.1,19,0,13,"verified"
25000,"36 months",8.9,1,"RENT",66000.0,"credit_card","IL",23.64,0,61.6,33,0,13,"verified"
12000,"60 months",15.610000000000001,10,"MORTGAGE",62500.0,"debt_consolidation","NY",13.96,0,72.0,18,0,15,"verified"
9450,"36 months",14.64,1,"MORTGAGE",65000.0,"debt_consolidation","MO",15.69,0,31.900000000000002,16,0,25,"verified"
13625,"36 months",15.610000000000001,2,"RENT",48000.0,"debt_consolidation","GA",3.98,0,39.800000000000004,10,1,21,"not verified"
7175,"36 months",24.5,10,"RENT",40000.0,"moving","FL",18.72,0,54.0,10,1,10,"not verified"
15000,"60 months",20.490000000000002,10,"RENT",83252.0,"other","FL",18.57,0,41.6,28,0,20,"verified"
10000,"36 months",12.99,10,"MORTGAGE",85000.0,"other","CA",9.700000000000001,0,11.4,24,0,12,"not verified"
8000,"36 months",9.67,4,"MORTGAGE",120000.0,"other","CA",14.200000000000001,0,45.90000000000001,31,0,14,"not verified"
32750,"60 months",18.92,10,"MORTGAGE",90000.0,"credit_card","FL",34.44,0,71.9,32,0,20,"verified"
10000,"36 months",12.49,0,"RENT",40000.0,"debt_consolidation","CA",7.5,0,60.0,21,0,23,"verified"
8000,"36 months",12.49,1,"RENT",30000.0,"credit_card","CA",27.200000000000003,0,46.40000000000001,24,0,12,"not verified"
10000,"36 months",12.99,10,"RENT",67180.0,"debt_consolidation","OH",22.67,0,23.1,15,0,36,"not verified"
18000,"36 months",14.16,,"RENT",43425.84,"credit_card","WI",30.29,1,64.10000000000001,18,1,12,"verified"
9025,"36 months",18.25,1,"OWN",42000.0,"debt_consolidation","LA",19.46,0,69.3,12,0,14,"not verified"
14400,"60 months",13.65,10,"MORTGAGE",70992.0,"other","CA",27.42,0,55.1,13,1,25,"verified"
5600,"36 months",16.59,2,"MORTGAGE",41000.0,"debt_consolidation","TX",27.63,0,91.4,10,1,11,"verified"
12675,"60 months",14.16,1,"RENT",85000.0,"debt_consolidation","TX",12.48,0,47.7,27,0,18,"verified"
15000,"36 months",6.62,2,"MORTGAGE",125000.0,"credit_card","CA",18.93,0,39.6,29,0,18,"not verified"
25000,"36 months",9.67,3,"RENT",100000.0,"debt_consolidation","TX",16.84,1,48.40000000000001,30,0,11,"verified"
14050,"60 months",21.990000000000002,10,"RENT",80000.0,"debt_consolidation","NY",31.68,1,38.5,26,1,8,"verified"
11000,"36 months",17.57,1,"MORTGAGE",185000.0,"debt_consolidation","CA",5.6000000000000005,0,86.5,19,0,16,"not verified"
16000,"60 months",14.64,10,"OWN",55000.0,"credit_card","IL",21.56,0,70.0,28,0,30,"verified"
18400,"36 months",12.99,7,"MORTGAGE",75000.0,"debt_consolidation","NH",17.38,5,71.5,24,0,28,"not verified"
6000,"36 months",18.25,5,"OWN",35000.0,"moving","OH",25.51,0,76.0,13,1,6,"verified"
8000,"36 months",17.57,4,"RENT",65000.0,"credit_card","CA",23.38,1,75.7,24,0,19,"verified"
4000,"36 months",12.49,,"OWN",25000.0,"debt_consolidation","UT",22.13,0,38.0,27,0,19,"verified"
3750,"36 months",18.25,3,"MORTGAGE",45000.0,"debt_consolidation","CA",12.67,0,31.5,19,1,14,"not verified"
7000,"36 months",12.49,5,"RENT",25000.0,"car","MD",25.54,0,25.3,16,0,4,"not verified"
9025,"36 months",15.610000000000001,1,"RENT",45000.0,"debt_consolidation","FL",3.95,0,55.0,28,1,19,"not verified"
4000,"36 months",16.59,10,"OWN",36000.0,"debt_consolidation","TX",25.47,2,20.8,49,0,23,"not verified"
7000,"36 months",13.65,1,"MORTGAGE",66000.0,"other","HI",8.89,0,24.5,35,0,19,"verified"
3600,"36 months",14.64,3,"MORTGAGE",12000.0,"credit_card","CA",20.200000000000003,1,17.0,33,1,16,"not verified"
9000,"36 months",7.9,4,"MORTGAGE",40000.0,"debt_consolidation","KS",20.700000000000003,0,66.8,51,0,11,"verified"
6000,"60 months",19.990000000000002,7,"MORTGAGE",35000.0,"debt_consolidation","FL",23.18,0,44.2,20,0,14,"verified"
12000,"60 months",17.57,8,"RENT",45000.0,"debt_consolidation","NC",8.13,0,35.800000000000004,26,0,13,"verified"
35000,"60 months",19.990000000000002,8,"RENT",139000.0,"debt_consolidation","CA",8.790000000000001,1,76.60000000000001,40,1,22,"verified"
12000,"36 months",13.65,10,"MORTGAGE",65000.0,"credit_card","GA",34.53,0,65.3,37,0,12,"verified"
8075,"36 months",15.610000000000001,7,"RENT",50000.0,"debt_consolidation","CA",15.82,0,87.4,31,0,11,"verified"
4000,"36 months",12.49,2,"OWN",90000.0,"debt_consolidation","CA",14.280000000000001,0,26.6,47,0,19,"verified"
15000,"36 months",8.9,1,"RENT",47000.0,"debt_consolidation","CA",12.77,0,15.200000000000001,30,0,8,"not verified"
9600,"36 months",13.65,10,"MORTGAGE",65000.0,"credit_card","OH",18.98,0,84.7,14,0,13,"not verified"
10000,"36 months",12.99,10,"RENT",26000.0,"debt_consolidation","CA",11.96,0,47.6,12,1,12,"not verified"
3125,"36 months",18.25,4,"MORTGAGE",98000.0,"debt_consolidation","VA",10.58,0,63.0,13,0,8,"verified"
7000,"36 months",9.67,10,"MORTGAGE",50000.0,"credit_card","AZ",7.51,0,37.300000000000004,16,0,12,"not verified"
15000,"60 months",22.45,10,"RENT",49000.0,"debt_consolidation","CA",11.56,0,75.60000000000001,15,1,12,"verified"
9100,"36 months",14.64,10,"RENT",52000.0,"debt_consolidation","WI",17.93,1,61.90000000000001,32,0,19,"not verified"
23000,"36 months",13.65,10,"MORTGAGE",150000.0,"debt_consolidation","VA",10.78,0,82.60000000000001,28,0,16,"verified"
15000,"60 months",18.92,3,"MORTGAGE",74000.0,"major_purchase","MI",23.95,1,21.8,26,0,29,"verified"
5000,"36 months",7.9,7,"MORTGAGE",25791.0,"credit_card","TX",4.7,0,33.300000000000004,16,0,29,"not verified"
15000,"36 months",14.64,10,"MORTGAGE",60000.0,"debt_consolidation","LA",34.32,0,58.0,31,1,15,"verified"
15000,"36 months",8.9,10,"MORTGAGE",115300.0,"debt_consolidation","MO",14.540000000000001,0,39.40000000000001,63,0,15,"verified"
13925,"36 months",14.64,10,"MORTGAGE",120000.0,"debt_consolidation","WA",19.44,0,36.2,32,0,15,"verified"
27725,"36 months",14.64,7,"MORTGAGE",220000.0,"debt_consolidation","AZ",10.49,0,40.0,28,0,12,"verified"
12000,"60 months",15.31,10,"OWN",90000.0,"credit_card","MD",25.88,0,90.2,65,0,36,"verified"
10000,"36 months",14.16,10,"RENT",65000.0,"moving","NY",23.43,4,40.1,17,1,12,"verified"
7550,"36 months",16.59,9,"RENT",18000.0,"debt_consolidation","CA",10.07,0,75.60000000000001,13,0,16,"verified"
21000,"36 months",12.99,6,"RENT",140000.0,"credit_card","NY",4.65,0,74.8,27,0,28,"verified"
18000,"60 months",20.490000000000002,6,"MORTGAGE",68000.0,"home_improvement","VA",13.38,3,92.0,32,1,11,"verified"
9300,"36 months",13.65,2,"RENT",40000.0,"credit_card","OH",18.48,0,62.6,10,0,18,"verified"
7500,"36 months",19.990000000000002,0,"RENT",42000.0,"debt_consolidation","CO",9.23,0,36.4,18,0,13,"verified"
15000,"60 months",12.99,10,"MORTGAGE",95000.0,"debt_consolidation","MO",21.11,0,58.800000000000004,36,0,14,"verified"
2000,"36 months",10.99,9,"RENT",42000.0,"debt_consolidation","GA",16.03,0,23.0,11,0,25,"not verified"
35000,"60 months",19.990000000000002,1,"RENT",120000.0,"debt_consolidation","IN",13.39,0,62.300000000000004,27,0,17,"verified"
15000,"60 months",19.990000000000002,10,"MORTGAGE",55000.0,"debt_consolidation","MI",14.58,0,76.9,17,1,14,"verified"
5000,"36 months",16.59,1,"RENT",37000.0,"other","FL",20.27,0,45.800000000000004,8,1,10,"not verified"
12000,"60 months",18.25,0,"MORTGAGE",60000.0,"debt_consolidation","TX",17.96,0,35.9,22,0,11,"verified"
6000,"36 months",13.65,2,"OWN",46000.0,"other","TX",10.75,0,33.5,18,0,12,"not verified"
10000,"36 months",15.31,0,"RENT",40000.0,"debt_consolidation","TX",26.900000000000002,0,88.30000000000001,7,1,6,"not verified"
35000,"60 months",19.990000000000002,4,"MORTGAGE",91000.0,"debt_consolidation","WV",21.150000000000002,0,64.3,23,0,13,"verified"
20000,"36 months",7.9,10,"MORTGAGE",80000.0,"debt_consolidation","CA",18.86,0,27.400000000000002,12,0,13,"verified"
11200,"36 months",6.62,3,"MORTGAGE",63000.0,"credit_card","AZ",16.51,0,2.9000000000000004,35,1,10,"not verified"
3600,"36 months",10.99,0,"RENT",27000.0,"credit_card","NY",5.73,0,47.7,20,0,18,"verified"
30000,"60 months",15.610000000000001,5,"RENT",124833.0,"debt_consolidation","CA",13.120000000000001,0,73.4,25,0,26,"verified"
